RRi,RRii,RRi_interp,RRii_interp,freqs,periodogram,low_power,high_power,activitytype_daytime,activitytype,activitytype_interp,activitytype_daytime_interp,steps_daytime,steps,steps_interp,steps_daytime_interp,hr_daytime,hr,hr_interp,hr_daytime_interp,rMSSD,pNN50,Median,gt180,act_silent_percentage,act_walking_percentage,act_running_percentage,act_nonWear_percentage,act_REM_percentage,act_NREM_percentage,act_charging_percentage,act_undefined_percentage,act_silent_percentage_allday,act_walking_percentage_allday,act_running_percentage_allday,act_nonWear_percentage_allday,act_REM_percentage_allday,act_NREM_percentage_allday,act_charging_percentage_allday,act_undefined_percentage_allday
64,65,69,68,0.065179518,38367.72001,,,34.8025,0,0,26.05639528,34.8025,5,0,26.05639528,26.72361639,64,69,26.05639528,,,,,,,,,,,,,,,,,,,,
65,64,68,67,0.065228523,38368.39975,,,34.81916667,0,0,26.05807417,34.81916667,0,0,26.05807417,26.72447583,65,68,26.05807417,,,,,,,,,,,,,,,,,,,,
64,65,67,68,0.065277528,38368.89597,,,34.83583333,0,0,26.05890583,34.83583333,0,0,26.05890583,26.72482306,64,67,26.05890583,,,,,,,,,,,,,,,,,,,,
65,74,68,69,0.065326533,38369.20847,,,34.8525,0,0,26.05946917,34.8525,0,0,26.05946917,26.72655222,65,68,26.05946917,,,,,,,,,,,,,,,,,,,,
74,74,69,68,0.065375538,38369.33706,,,34.86916667,0,0,26.05975528,34.86916667,0,0,26.05975528,26.73329583,74,69,26.05975528,,,,,,,,,,,,,,,,,,,,
74,64,68,67,0.065424542,38369.28153,,,34.88583333,0,0,26.06143278,34.88583333,0,0,26.06143278,26.73415972,74,68,26.06143278,,,,,,,,,,,,,,,,,,,,
64,65,67,68,0.065473547,38369.04171,,,34.9025,0,0,26.06423639,34.9025,0,0,26.06423639,26.73416806,64,67,26.06423639,,,,,,,,,,,,,,,,,,,,
65,66,68,67,0.065522552,38368.61742,,,34.91916667,0,0,26.06507472,34.91916667,0,0,26.06507472,26.73433333,65,68,26.06507472,,,,,,,,,,,,,,,,,,,,
66,67,67,67.31529577,0.065571557,38368.00846,,,34.93583333,1,0,26.06898944,34.93583333,19,0,26.06898944,26.73467917,66,67,26.06898944,,,,,,,,,,,,,,,,,,,,
67,68,67.31529577,69,0.065620562,38367.21466,,,34.9525,0,0,26.06916667,34.9525,0,0,26.06916667,26.73519778,67,67.31529577,26.06916667,,,,,,,,,,,,,,,,,,,,
68,69,69,70,0.065669567,38366.23585,,,34.96916667,0,0,26.07011361,34.96916667,0,0,26.07011361,26.73571667,68,69,26.07011361,,,,,,,,,,,,,,,,,,,,
69,70,70,71,0.065718572,38365.07187,,,34.98583333,1,0,26.07038444,34.98583333,22,0,26.07038444,26.73640833,69,70,26.07038444,,,,,,,,,,,,,,,,,,,,
70,71,71,72,0.065767577,38363.72255,,,35.0025,0,0,26.07075333,35.0025,11,0,26.07075333,26.73727472,70,71,26.07075333,,,,,,,,,,,,,,,,,,,,
71,70,72,71,0.065816582,38362.18773,,,35.01916667,0,0,26.07261944,35.01916667,0,0,26.07261944,26.73744583,71,72,26.07261944,,,,,,,,,,,,,,,,,,,,
70,69,71,70,0.065865587,38360.46726,,,35.03583333,0,0,26.07348167,35.03583333,0,0,26.07348167,26.73831028,70,71,26.07348167,,,,,,,,,,,,,,,,,,,,
69,68,70,68,0.065914591,38358.56099,,,35.0525,0,0,26.07349,35.0525,0,0,26.07349,26.74055833,69,70,26.07349,,,,,,,,,,,,,,,,,,,,
68,67,68,67,0.065963596,38356.46877,,,35.06916667,0,0,26.07349639,35.06916667,15,0,26.07349639,26.74176889,68,68,26.07349639,,,,,,,,,,,,,,,,,,,,
67,66,67,66,0.066012601,38354.19046,,,35.08583333,0,0,26.0737425,35.08583333,0,0,26.0737425,26.7422875,67,67,26.0737425,,,,,,,,,,,,,,,,,,,,
66,65,66,65,0.066061606,38351.72592,,,35.1025,0,0,26.07402694,35.1025,0,0,26.07402694,26.74281056,66,66,26.07402694,,,,,,,,,,,,,,,,,,,,
65,64,65,67,0.066110611,38349.07503,,,35.11916667,0,0,26.07431139,35.11916667,0,0,26.07431139,26.74315194,65,65,26.07431139,,,,,,,,,,,,,,,,,,,,
64,63,67,69,0.066159616,38346.23766,,,35.13583333,0,0,26.07458222,35.13583333,0,0,26.07458222,26.74367028,64,67,26.07458222,,,,,,,,,,,,,,,,,,,,
63,64,69,70,0.066208621,38343.21368,,,35.1525,0,0,26.07486667,35.1525,0,0,26.07486667,26.74455417,63,69,26.07486667,,,,,,,,,,,,,,,,,,,,
64,66,70,72,0.066257626,38340.00299,,,35.16916667,1,0,26.07513694,35.16916667,37,0,26.07513694,26.74522694,64,70,26.07513694,,,,,,,,,,,,,,,,,,,,
66,67,72,73,0.066306631,38336.60546,,,35.18583333,0,0,26.07542167,35.18583333,0,0,26.07542167,26.74557278,66,72,26.07542167,,,,,,,,,,,,,,,,,,,,
67,68,73,74,0.066355636,38333.02099,,,35.2025,1,0,26.07628417,35.2025,24,0,26.07628417,26.74816667,67,73,26.07628417,,,,,,,,,,,,,,,,,,,,
68,69,74,73,0.06640464,38329.24947,,,35.21916667,0,0,26.07629472,35.21916667,14,0,26.07629472,26.74904611,68,74,26.07629472,,,,,,,,,,,,,,,,,,,,
69,70,73,75,0.066453645,38325.29082,,,35.23583333,0,0,26.07794056,35.23583333,0,0,26.07794056,26.74955,69,73,26.07794056,,,,,,,,,,,,,,,,,,,,
70,71,75,73,0.06650265,38321.14495,,,35.2525,1,0,26.07934889,35.2525,30,0,26.07934889,26.75006861,70,75,26.07934889,,,,,,,,,,,,,,,,,,,,
71,70,73,72,0.066551655,38316.81175,,,35.26916667,0,0,26.08045944,35.26916667,0,0,26.08045944,26.75041444,71,73,26.08045944,,,,,,,,,,,,,,,,,,,,
70,69,72,70,0.06660066,38312.29116,,,35.28583333,0,0,26.08074806,35.28583333,0,0,26.08074806,26.75145194,70,72,26.08074806,,,,,,,,,,,,,,,,,,,,
69,68,70,68,0.066649665,38307.58309,,,35.3025,1,0,26.081055,35.3025,48,0,26.081055,26.75232806,69,70,26.081055,,,,,,,,,,,,,,,,,,,,
68,67,68,67,0.06669867,38302.68749,,,35.31916667,1,0,26.08129889,35.31916667,40,0,26.08129889,26.75318111,68,68,26.08129889,,,,,,,,,,,,,,,,,,,,
67,68,67,66,0.066747675,38297.60427,,,35.33583333,1,0,26.08158333,35.33583333,39,0,26.08158333,26.75404556,67,67,26.08158333,,,,,,,,,,,,,,,,,,,,
68,67,66,67,0.06679668,38292.33339,,,35.3525,1,0,26.08213833,35.3525,28,0,26.08213833,26.75456444,68,66,26.08213833,,,,,,,,,,,,,,,,,,,,
67,66,67,68,0.066845685,38286.87479,,,35.36916667,0,0,26.08302083,35.36916667,10,0,26.08302083,26.75543028,67,67,26.08302083,,,,,,,,,,,,,,,,,,,,
66,67,68,67,0.066894689,38281.22842,,,35.38583333,1,0,26.0835325,35.38583333,27,0,26.0835325,26.75544306,66,68,26.0835325,,,,,,,,,,,,,,,,,,,,
67,66,67,66.24974832,0.066943694,38275.39423,,,35.4025,1,0,26.08521167,35.4025,18,0,26.08521167,26.759925,67,67,26.08521167,,,,,,,,,,,,,,,,,,,,
66,67,66.24974832,66,0.066992699,38269.3722,,,35.41916667,0,0,26.08583333,35.41916667,0,0,26.08583333,26.76130833,66,66.24974832,26.08583333,,,,,,,,,,,,,,,,,,,,
67,69,66,67,0.067041704,38263.1623,,,35.43583333,0,0,26.08604028,35.43583333,0,0,26.08604028,26.76321028,67,66,26.08604028,,,,,,,,,,,,,,,,,,,,
69,68,67,66,0.067090709,38256.76448,,,35.4525,1,0,26.087745,35.4525,35,0,26.087745,26.76407556,69,67,26.087745,,,,,,,,,,,,,,,,,,,,
68,67,66,65,0.067139714,38250.17875,,,35.46916667,1,0,26.08941056,35.46916667,22,0,26.08941056,26.7651125,68,66,26.08941056,,,,,,,,,,,,,,,,,,,,
67,65,65,64,0.067188719,38243.40507,,,35.48583333,1,0,26.09026167,35.48583333,47,0,26.09026167,26.76545833,67,65,26.09026167,,,,,,,,,,,,,,,,,,,,
65,64,64,63,0.067237724,38236.44346,,,35.5025,1,0,26.09027306,35.5025,16,0,26.09027306,26.76580417,65,64,26.09027306,,,,,,,,,,,,,,,,,,,,
64,63,63,62,0.067286729,38229.29389,,,35.51916667,1,0,26.09108889,35.51916667,41,0,26.09108889,26.76684139,64,63,26.09108889,,,,,,,,,,,,,,,,,,,,
63,62,62,60,0.067335734,38221.95639,,,35.53583333,1,0,26.0933375,35.53583333,38,0,26.0933375,26.76770833,63,62,26.0933375,,,,,,,,,,,,,,,,,,,,
62,61,60,62,0.067384738,38214.43096,,,35.5525,0,0,26.09418167,35.5525,11,0,26.09418167,26.76771889,62,60,26.09418167,,,,,,,,,,,,,,,,,,,,
61,57,62,61,0.067433743,38206.71761,,,35.56916667,1,0,26.09419139,35.56916667,20,0,26.09419139,26.76788278,61,62,26.09419139,,,,,,,,,,,,,,,,,,,,
57,58,61,59,0.067482748,38198.81638,,,35.58583333,1,0,26.09424389,35.58583333,21,0,26.09424389,26.76822472,57,61,26.09424389,,,,,,,,,,,,,,,,,,,,
58,60,59,58,0.067531753,38190.72728,,,35.6025,1,0,26.09446139,35.6025,44,0,26.09446139,26.76874361,58,59,26.09446139,,,,,,,,,,,,,,,,,,,,
60,61,58,57,0.067580758,38182.45036,,,35.61916667,1,0,26.09473222,35.61916667,17,0,26.09473222,26.76908944,60,58,26.09473222,,,,,,,,,,,,,,,,,,,,
61,63,57,60,0.067629763,38173.98566,,,35.63583333,1,0,26.09501667,35.63583333,17,0,26.09501667,26.76943528,61,57,26.09501667,,,,,,,,,,,,,,,,,,,,
63,65,60,62,0.067678768,38165.33322,,,35.6525,1,0,26.09585611,35.6525,35,0,26.09585611,26.76960806,63,60,26.09585611,,,,,,,,,,,,,,,,,,,,
65,66,62,63,0.067727773,38156.49311,,,35.66916667,1,0,26.09614056,35.66916667,25,0,26.09614056,26.76995389,65,62,26.09614056,,,,,,,,,,,,,,,,,,,,
66,67,63,66,0.067776778,38147.46538,,,35.68583333,0,0,26.0970025,35.68583333,13,0,26.0970025,26.77082611,66,63,26.0970025,,,,,,,,,,,,,,,,,,,,
67,66,66,67,0.067825783,38138.2501,,,35.7025,0,0,26.09701194,35.7025,0,0,26.09701194,26.77083444,67,66,26.09701194,,,,,,,,,,,,,,,,,,,,
66,65,67,66,0.067874787,38128.84734,,,35.71916667,1,0,26.09701889,35.71916667,17,0,26.09701889,26.77185611,66,67,26.09701889,,,,,,,,,,,,,,,,,,,,
65,66,66,64,0.067923792,38119.25719,,,35.73583333,1,0,26.09725083,35.73583333,84,0,26.09725083,26.77220194,65,66,26.09725083,,,,,,,,,,,,,,,,,,,,
66,67,64,66,0.067972797,38109.47973,,,35.7525,1,0,26.09808972,35.7525,106,0,26.09808972,26.77237472,66,64,26.09808972,,,,,,,,,,,,,,,,,,,,
67,69,66,65,0.068021802,38099.51507,,,35.76916667,1,0,26.1007625,35.76916667,41,0,26.1007625,26.77289722,67,66,26.1007625,,,,,,,,,,,,,,,,,,,,
69,68,65,64.65405291,0.068070807,38089.36329,,,35.78583333,0,0,26.1020175,35.78583333,0,0,26.1020175,26.77378722,69,65,26.1020175,,,,,,,,,,,,,,,,,,,,
68,66,64.65405291,64,0.068119812,38079.02451,,,35.8025,0,0,26.1025,35.8025,11,0,26.1025,26.77496778,68,64.65405291,26.1025,,,,,,,,,,,,,,,,,,,,
66,65,64,63,0.068168817,38068.49884,,,35.81916667,0,0,26.10341222,35.81916667,0,0,26.10341222,26.78050111,66,64,26.10341222,,,,,,,,,,,,,,,,,,,,
65,64,63,64,0.068217822,38057.78641,,,35.83583333,0,0,26.10396778,35.83583333,0,0,26.10396778,26.78133194,65,63,26.10396778,,,,,,,,,,,,,,,,,,,,
64,65,64,65,0.068266827,38046.88734,,,35.8525,0,0,26.107055,35.8525,0,0,26.107055,26.78171139,64,64,26.107055,,,,,,,,,,,,,,,,,,,,
65,66,65,66,0.068315832,38035.80177,,,35.86916667,0,0,26.10793444,35.86916667,0,0,26.10793444,26.78447889,65,65,26.10793444,,,,,,,,,,,,,,,,,,,,
66,67,66,65,0.068364836,38024.52984,,,35.88583333,0,0,26.10794639,35.88583333,12,0,26.10794639,26.78759972,66,66,26.10794639,,,,,,,,,,,,,,,,,,,,
67,68,65,66,0.068413841,38013.0717,,,35.9025,0,0,26.10984389,35.9025,0,0,26.10984389,26.78862889,67,65,26.10984389,,,,,,,,,,,,,,,,,,,,
68,69,66,67,0.068462846,38001.42751,,,35.91916667,0,0,26.11236361,35.91916667,0,0,26.11236361,26.79208722,68,66,26.11236361,,,,,,,,,,,,,,,,,,,,
69,68,67,68,0.068511851,37989.59743,,,35.93583333,0,0,26.11293222,35.93583333,0,0,26.11293222,26.79297667,69,67,26.11293222,,,,,,,,,,,,,,,,,,,,
68,67,68,69,0.068560856,37977.58163,,,35.9525,0,0,26.11377611,35.9525,0,0,26.11377611,26.79398944,68,68,26.11377611,,,,,,,,,,,,,,,,,,,,
67,68,69,68,0.068609861,37965.38029,,,35.96916667,0,0,26.11378806,35.96916667,0,0,26.11378806,26.79450806,67,69,26.11378806,,,,,,,,,,,,,,,,,,,,
68,69,68,67,0.068658866,37952.9936,,,35.98583333,1,0,26.11461056,35.98583333,21,0,26.11461056,26.79537278,68,68,26.11461056,,,,,,,,,,,,,,,,,,,,
69,68,67,66,0.068707871,37940.42174,,,36.0025,0,0,26.11601972,36.0025,0,0,26.11601972,26.79624111,69,67,26.11601972,,,,,,,,,,,,,,,,,,,,
68,67,66,65,0.068756876,37927.66491,,,36.01916667,0,0,26.11689389,36.01916667,0,0,26.11689389,26.79675611,68,66,26.11689389,,,,,,,,,,,,,,,,,,,,
67,66,65,64,0.068805881,37914.72333,,,36.03583333,0,0,26.11690556,36.03583333,0,0,26.11690556,26.79762639,67,65,26.11690556,,,,,,,,,,,,,,,,,,,,
66,67,64,63,0.068854885,37901.59721,,,36.0525,0,0,26.11740194,36.0525,0,0,26.11740194,26.79813944,66,64,26.11740194,,,,,,,,,,,,,,,,,,,,
67,65,63,62.53982457,0.06890389,37888.28676,,,36.06916667,1,0,26.11852472,36.06916667,54,0,26.11852472,26.80125194,67,63,26.11852472,,,,,,,,,,,,,,,,,,,,
65,64,62.53982457,62,0.068952895,37874.79222,,,36.08583333,1,0,26.11916667,36.08583333,127,0,26.11916667,26.80211611,65,62.53982457,26.11916667,,,,,,,,,,,,,,,,,,,,
64,66,62,61,0.0690019,37861.11383,,,36.1025,1,0.045183317,26.11991972,36.1025,134,0.722933067,26.11991972,26.80246222,64,62,26.11991972,,,,,,,,,,,,,,,,,,,,
66,68,61,60,0.069050905,37847.25181,,,36.11916667,1,0.0961,26.12076833,36.11916667,65,1.5376,26.12076833,26.80263972,66,61,26.12076833,,,,,,,,,,,,,,,,,,,,
68,69,60,58,0.06909991,37833.20644,,,36.13583333,1,0.096583333,26.12077639,36.13583333,44,1.545333333,26.12077639,26.80298528,68,60,26.12077639,,,,,,,,,,,,,,,,,,,,
69,68,58,57,0.069148915,37818.97796,,,36.1525,1,0.1126,26.12104333,36.1525,37,1.8016,26.12104333,26.80315389,69,58,26.12104333,,,,,,,,,,,,,,,,,,,,
68,69,57,56,0.06919792,37804.56664,,,36.16916667,0,0.12965,26.1213275,36.16916667,0,2.0744,26.1213275,26.80471028,68,57,26.1213275,,,,,,,,,,,,,,,,,,,,
69,70,56,54,0.069246925,37789.97275,,,36.18583333,0,0.1461,26.12160167,36.18583333,0,2.3376,26.12160167,26.80556778,69,56,26.12160167,,,,,,,,,,,,,,,,,,,,
70,71,54,53,0.06929593,37775.19658,,,36.2025,0,0.162983333,26.12188306,36.2025,0,2.607733333,26.12188306,26.80574694,70,54,26.12188306,,,,,,,,,,,,,,,,,,,,
71,70,53,55,0.069344934,37760.2384,,,36.21916667,0,0.1963,26.12243833,36.21916667,0,3.1408,26.12243833,26.80609333,71,53,26.12243833,,,,,,,,,,,,,,,,,,,,
70,69,55,56,0.069393939,37745.09853,,,36.23583333,1,0.230383317,26.12300639,36.23583333,19,3.686133067,26.12300639,26.806785,70,55,26.12300639,,,,,,,,,,,,,,,,,,,,
69,68,56,57,0.069442944,37729.77726,,,36.2525,0,0.282183317,26.12386972,36.2525,0,4.514933067,26.12386972,26.80747667,69,56,26.12386972,,,,,,,,,,,,,,,,,,,,
68,67,57,59,0.069491949,37714.2749,,,36.26916667,0,0.282849983,26.12388083,36.26916667,0,4.525599733,26.12388083,26.80851444,68,57,26.12388083,,,,,,,,,,,,,,,,,,,,
67,66,59,60,0.069540954,37698.59177,,,36.28583333,0,0.283216667,26.12388694,36.28583333,0,4.531466667,26.12388694,26.80937028,67,59,26.12388694,,,,,,,,,,,,,,,,,,,,
66,65,60,61,0.069589959,37682.72819,,,36.3025,0,0.297049983,26.1241175,36.3025,0,4.752799733,26.1241175,26.80937944,66,60,26.1241175,,,,,,,,,,,,,,,,,,,,
65,64,61,63,0.069638964,37666.6845,,,36.31916667,1,0.31411665,26.12440194,36.31916667,23,5.0258664,26.12440194,26.81024333,65,61,26.12440194,,,,,,,,,,,,,,,,,,,,
64,62,63,64,0.069687969,37650.46105,,,36.33583333,0,0.331133333,26.12468556,36.33583333,0,5.298133333,26.12468556,26.8107625,64,63,26.12468556,,,,,,,,,,,,,,,,,,,,
62,60,64,66,0.069736974,37634.05817,,,36.3525,0,0.347416667,26.12495694,36.3525,0,5.558666667,26.12495694,26.81110806,62,64,26.12495694,,,,,,,,,,,,,,,,,,,,
60,59,66,68,0.069785979,37617.47623,,,36.36916667,0,0.364433317,26.12524056,36.36916667,0,5.830933067,26.12524056,26.81128111,60,66,26.12524056,,,,,,,,,,,,,,,,,,,,
59,74,68,69,0.069834983,37600.71559,,,36.38583333,1,0.381533317,26.12552556,36.38583333,21,6.104533067,26.12552556,26.81162667,59,68,26.12552556,,,,,,,,,,,,,,,,,,,,
74,79,69,68,0.069883988,37583.77662,,,36.4025,0,0.41486665,26.12608111,36.4025,0,6.6378664,26.12608111,26.81837056,74,69,26.12608111,,,,,,,,,,,,,,,,,,,,
79,75,68,67,0.069932993,37566.6597,,,36.41916667,0,0.464466667,26.12690778,36.41916667,0,7.431466667,26.12690778,26.81921972,79,68,26.12690778,,,,,,,,,,,,,,,,,,,,
75,74,67,66,0.069981998,37549.36522,,,36.43583333,0,0.465216667,26.12692028,36.43583333,0,7.443466667,26.12692028,26.81922889,75,67,26.12692028,,,,,,,,,,,,,,,,,,,,
74,79.05226717,66,67,0.070031003,37531.89357,,,36.4525,0,0.482299983,26.127205,36.4525,0,7.716799733,26.127205,26.819235,74,66,26.127205,,,,,,,,,,,,,,,,,,,,
79.05226717,79.05226717,67,68,0.070080008,37514.24516,,,36.46916667,0,0.565983333,26.12859972,36.46916667,0,9.055733333,26.12859972,26.8202725,79.05226717,67,26.12859972,,,,,,,,,,,,,,,,,,,,
79.05226717,75,68,69,0.070129013,37496.42039,,,36.48583333,0,0.583033333,26.12888389,36.48583333,0,9.328533333,26.12888389,26.82061833,79.05226717,68,26.12888389,,,,,,,,,,,,,,,,,,,,
75,76,69,70,0.070178018,37478.41968,,,36.5025,0,0.63311665,26.12971861,36.5025,0,10.1298664,26.12971861,26.82079139,75,69,26.12971861,,,,,,,,,,,,,,,,,,,,
76,75,70,71,0.070227023,37460.24346,,,36.51916667,1,0.695983333,26.13076639,36.51916667,24,11.13573333,26.13076639,26.82148306,76,70,26.13076639,,,,,,,,,,,,,,,,,,,,
75,74,71,72,0.070276028,37441.89217,,,36.53583333,0,0.71711665,26.13111861,36.53583333,0,11.4738664,26.13111861,26.82252167,75,71,26.13111861,,,,,,,,,,,,,,,,,,,,
74,72,72,73,0.070325033,37423.36623,,,36.5525,0,0.734133333,26.13140222,36.5525,0,11.74613333,26.13140222,26.82286972,74,72,26.13140222,,,,,,,,,,,,,,,,,,,,
72,70,73,74,0.070374037,37404.66611,,,36.56916667,0,0.750416667,26.13167361,36.56916667,0,12.00666667,26.13167361,26.82303972,72,73,26.13167361,,,,,,,,,,,,,,,,,,,,
70,69,74,75,0.070423042,37385.79225,,,36.58583333,0,0.802433317,26.13254056,36.58583333,0,12.83893307,26.13254056,26.823385,70,74,26.13254056,,,,,,,,,,,,,,,,,,,,
69,68,75,74,0.070472047,37366.74513,,,36.6025,0,0.817833317,26.13279722,36.6025,0,13.08533307,26.13279722,26.82373083,69,75,26.13279722,,,,,,,,,,,,,,,,,,,,
68,67,74,73,0.070521052,37347.5252,,,36.61916667,0,0.834916667,26.13308194,36.61916667,0,13.35866667,26.13308194,26.82390389,68,74,26.13308194,,,,,,,,,,,,,,,,,,,,
67,66,73,71,0.070570057,37328.13296,,,36.63583333,1,0.85116665,26.13335278,36.63583333,18,13.6186664,26.13335278,26.82476833,67,73,26.13335278,,,,,,,,,,,,,,,,,,,,
66,67,71,70,0.070619062,37308.56889,,,36.6525,0,0.8682,26.13363667,36.6525,0,13.8912,26.13363667,26.82701639,66,71,26.13363667,,,,,,,,,,,,,,,,,,,,
67,68,70,68,0.070668067,37288.83348,,,36.66916667,0,0.8853,26.13392167,36.66916667,0,14.1648,26.13392167,26.82736222,67,70,26.13392167,,,,,,,,,,,,,,,,,,,,
68,69,68,67,0.070717072,37268.92723,,,36.68583333,0,0.901549983,26.1341925,36.68583333,11,14.42479973,26.1341925,26.82754056,68,68,26.1341925,,,,,,,,,,,,,,,,,,,,
69,70,67,66,0.070766077,37248.85066,,,36.7025,1,0.918566667,26.13447611,36.7025,23,14.69706667,26.13447611,26.82788444,69,67,26.13447611,,,,,,,,,,,,,,,,,,,,
70,71,66,65,0.070815082,37228.60428,,,36.71916667,0,0.969633317,26.13532722,36.71916667,0,15.51413307,26.13532722,26.82891833,70,66,26.13532722,,,,,,,,,,,,,,,,,,,,
71,72,65,64,0.070864086,37208.18862,,,36.73583333,0,0.970233317,26.13533722,36.73583333,0,15.52373307,26.13533722,26.82961,71,65,26.13533722,,,,,,,,,,,,,,,,,,,,
72,73,64,63.82223796,0.070913091,37187.6042,,,36.7525,0,0.995816667,26.13576361,36.7525,0,15.93306667,26.13576361,26.82978306,72,64,26.13576361,,,,,,,,,,,,,,,,,,,,
73,72,63.82223796,63,0.070962096,37166.85158,,,36.76916667,0,1,26.13583333,36.76916667,0,16,26.13583333,26.83012889,73,63.82223796,26.13583333,,,,,,,,,,,,,,,,,,,,
72,71,63,61,0.071011101,37145.93129,,,36.78583333,0,1,26.13615583,36.78583333,0,16.29025,26.13615583,26.83116639,72,63,26.13615583,,,,,,,,,,,,,,,,,,,,
71,69,61,60,0.071060106,37124.8439,,,36.8025,0,1,26.13643972,36.8025,0,16.54575,26.13643972,26.83204,71,61,26.13643972,,,,,,,,,,,,,,,,,,,,
69,68,60,59,0.071109111,37103.58996,,,36.81916667,0,1,26.13671056,36.81916667,0,16.78949975,26.13671056,26.83204861,69,60,26.13671056,,,,,,,,,,,,,,,,,,,,
68,67,59,61,0.071158116,37082.17005,,,36.83583333,0,1,26.13783472,36.83583333,10,17.80124975,26.13783472,26.83462472,68,59,26.13783472,,,,,,,,,,,,,,,,,,,,
67,66,61,62,0.071207121,37060.58474,,,36.8525,0,1,26.13868306,36.8525,0,18.56475,26.13868306,26.8354775,67,61,26.13868306,,,,,,,,,,,,,,,,,,,,
66,65,62,64,0.071256126,37038.83462,,,36.86916667,0,1,26.13869306,36.86916667,0,18.57375,26.13869306,26.83600806,66,62,26.13869306,,,,,,,,,,,,,,,,,,,,
65,67,64,65,0.071305131,37016.92028,,,36.88583333,0,1,26.13869972,36.88583333,0,18.57975,26.13869972,26.83739139,65,64,26.13869972,,,,,,,,,,,,,,,,,,,,
67,68,65,66,0.071354135,36994.84232,,,36.9025,0,1,26.13895861,36.9025,0,18.81274975,26.13895861,26.83963889,67,65,26.13895861,,,,,,,,,,,,,,,,,,,,
68,66,66,67,0.07140314,36972.60135,,,36.91916667,1,1,26.13923,36.91916667,32,19.05699975,26.13923,26.84050333,68,66,26.13923,,,,,,,,,,,,,,,,,,,,
66,63,67,69,0.071452145,36950.19798,,,36.93583333,0,1,26.13951389,36.93583333,0,19.3125,26.13951389,26.84067667,66,67,26.13951389,,,,,,,,,,,,,,,,,,,,
63,61,69,68,0.07150115,36927.63284,,,36.9525,0,1,26.13979806,36.9525,0,19.56825,26.13979806,26.8410225,63,69,26.13979806,,,,,,,,,,,,,,,,,,,,
61,59,68,70,0.071550155,36904.90655,,,36.96916667,0,1,26.14006889,36.96916667,0,19.81199975,26.14006889,26.84136833,61,68,26.14006889,,,,,,,,,,,,,,,,,,,,
59,58,70,72,0.07159916,36882.01976,,,36.98583333,0,1,26.14079222,36.98583333,0,20.46299975,26.14079222,26.84154056,59,70,26.14079222,,,,,,,,,,,,,,,,,,,,
58,57,72,74,0.071648165,36858.9731,,,37.0025,0,1,26.14163028,37.0025,0,21.21724975,26.14163028,26.84189917,58,72,26.14163028,,,,,,,,,,,,,,,,,,,,
57,56,74,75,0.07169717,36835.76723,,,37.01916667,0,1,26.14163944,37.01916667,0,21.22549975,26.14163944,26.84206,57,74,26.14163944,,,,,,,,,,,,,,,,,,,,
56,54,75,76,0.071746175,36812.4028,,,37.03583333,0,1,26.14174806,37.03583333,0,21.32324975,26.14174806,26.842405,56,75,26.14174806,,,,,,,,,,,,,,,,,,,,
54,57,76,75,0.07179518,36788.88048,,,37.0525,0,1,26.14203306,37.0525,0,21.57975,26.14203306,26.84292556,54,76,26.14203306,,,,,,,,,,,,,,,,,,,,
57,60,75,74,0.071844184,36765.20094,,,37.06916667,0,1,26.14344139,37.06916667,0,22.84724975,26.14344139,26.84381778,57,75,26.14344139,,,,,,,,,,,,,,,,,,,,
60,63,74,73,0.071893189,36741.36487,,,37.08583333,0,1,26.14399667,37.08583333,0,23.347,26.14399667,26.84383639,60,74,26.14399667,,,,,,,,,,,,,,,,,,,,
63,66,73,72,0.071942194,36717.37295,,,37.1025,0,1,26.14484833,37.1025,15,24.11349975,26.14484833,26.844135,63,73,26.14484833,,,,,,,,,,,,,,,,,,,,
66,68,72,71,0.071991199,36693.22587,,,37.11916667,0,1,26.14485806,37.11916667,0,24.12225,26.14485806,26.84430806,66,72,26.14485806,,,,,,,,,,,,,,,,,,,,
68,70,71,73,0.072040204,36668.92433,,,37.13583333,0,1,26.14578778,37.13583333,0,24.95899975,26.14578778,26.84465389,68,71,26.14578778,,,,,,,,,,,,,,,,,,,,
70,71,73,75,0.072089209,36644.46905,,,37.1525,0,1,26.15055194,37.1525,0,29.24674975,26.15055194,26.84499972,70,73,26.15055194,,,,,,,,,,,,,,,,,,,,
71,70,75,80,0.072138214,36619.86073,,,37.16916667,0,1,26.15146472,37.16916667,0,30.06825,26.15146472,26.8451725,71,75,26.15146472,,,,,,,,,,,,,,,,,,,,
70,71,80,76,0.072187219,36595.1001,,,37.18583333,0,1,26.15208083,37.18583333,0,30.62274975,26.15208083,26.84586417,70,80,26.15208083,,,,,,,,,,,,,,,,,,,,
71,69,76,76,0.072236224,36570.18788,,,37.2025,0,1,26.15235111,37.2025,10,30.86599975,26.15235111,26.84880417,71,76,26.15235111,,,,,,,,,,,,,,,,,,,,
69,67,76,76,0.072285229,36545.12482,,,37.21916667,0,1,26.1525,37.21916667,0,31,26.1525,26.85001417,69,76,26.1525,,,,,,,,,,,,,,,,,,,,
67,66,76,76,0.072334233,36519.91164,,,37.23583333,0,1,26.15268972,37.23583333,0,31.28458333,26.15268972,26.85018722,67,76,26.15268972,,,,,,,,,,,,,,,,,,,,
66,60,76,76,0.072383238,36494.54911,,,37.2525,0,1,26.15290694,37.2525,0,31.61041625,26.15290694,26.85105167,66,76,26.15290694,,,,,,,,,,,,,,,,,,,,
